257.53,218.89,257.53,159,313.31,159,313.31,218.89
256.21,218.48,256.21,158.59,311.99,158.59,311.99,218.48
254.65,217.97,254.65,158.09,310.43,158.09,310.43,217.97
252.91,217.39,252.91,157.51,308.69,157.51,308.69,217.39
250.76,216.68,250.76,156.79,306.89,156.79,306.89,216.68
248.65,215.89,248.65,156.01,305.14,156.01,305.14,215.89
247.11,215.18,247.11,155.29,303.59,155.29,303.59,215.18
245.77,214.46,245.77,154.58,302.25,154.58,302.25,214.46
244.39,213.65,244.39,153.76,300.88,153.76,300.88,213.65
242.79,212.45,242.79,152.56,299.27,152.56,299.27,212.45
241.15,211.1,241.15,151.22,297.63,151.22,297.63,211.1
239.77,210.28,239.77,150.39,296.26,150.39,296.26,210.28
238.67,209.97,238.67,150.09,295.16,150.09,295.16,209.97
237.68,209.74,237.68,149.85,294.17,149.85,294.17,209.74
236.85,209.58,236.85,149.7,293.34,149.7,293.34,209.58
236.22,209.53,236.22,149.65,292.7,149.65,292.7,209.53
235.15,208.13,235.15,148.25,291.64,148.25,291.64,208.13
234.09,206.88,234.09,147,290.57,147,290.57,206.88
233.02,205.81,233.02,145.93,289.51,145.93,289.51,205.81
231.95,204.94,231.95,145.06,288.44,145.06,288.44,204.94
230.89,204.29,230.89,144.41,287.38,144.41,287.38,204.29
229.79,203.83,229.79,143.95,286.28,143.95,286.28,203.83
228.7,203.47,228.7,143.59,285.18,143.59,285.18,203.47
227.69,203.17,227.69,143.28,284.18,143.28,284.18,203.17
226.83,202.84,226.83,142.96,283.31,142.96,283.31,202.84
226.03,202.55,226.03,142.66,282.52,142.66,282.52,202.55
225.2,202.42,225.2,142.54,281.69,142.54,281.69,202.42
224.3,202.45,224.3,142.56,280.78,142.56,280.78,202.45
223.35,202.56,223.35,142.67,279.84,142.67,279.84,202.56
222.36,202.79,222.36,142.91,278.85,142.91,278.85,202.79
221.15,201.42,221.15,141.54,277.64,141.54,277.64,201.42
220.08,200.38,220.08,140.5,276.57,140.5,276.57,200.38
219.16,199.8,219.16,139.92,275.65,139.92,275.65,199.8
218.42,199.54,218.42,139.65,274.91,139.65,274.91,199.54
217.74,199.42,217.74,139.54,274.23,139.54,274.23,199.42
217.02,199.52,217.02,139.64,273.51,139.64,273.51,199.52
216.29,199.7,216.29,139.82,272.78,139.82,272.78,199.7
215.61,199.8,215.61,139.92,272.1,139.92,272.1,199.8
214.99,199.8,214.99,139.92,271.48,139.92,271.48,199.8
214.4,199.8,214.4,139.92,270.89,139.92,270.89,199.8
213.84,199.8,213.84,139.92,270.32,139.92,270.32,199.8
213.28,199.52,213.28,140.1,269.5,140.1,269.5,199.52
212.74,198.78,212.74,140.6,268.25,140.6,268.25,198.78
212.21,197.7,212.21,141.31,266.71,141.31,266.71,197.7
211.7,196.43,211.7,142.16,264.99,142.16,264.99,196.43
211.1,196.81,211.1,142.54,264.39,142.54,264.39,196.81
210.43,197.12,210.43,142.85,263.72,142.85,263.72,197.12
209.71,197.35,209.71,143.08,263,143.08,263,197.35
208.95,197.5,208.95,143.23,262.24,143.23,262.24,197.5
208.15,197.55,208.15,143.28,261.44,143.28,261.44,197.55
207.32,197.47,207.32,143.2,260.51,143.2,260.51,197.47
206.44,197.23,206.44,142.96,259.37,142.96,259.37,197.23
205.51,196.84,205.51,142.57,258.04,142.57,258.04,196.84
204.54,196.32,204.54,142.05,256.56,142.05,256.56,196.32
203.07,195.34,203.07,141.07,254.23,141.07,254.23,195.34
202.47,194.93,202.47,140.66,253.27,140.66,253.27,194.93
202.47,194.93,202.47,140.66,253.27,140.66,253.27,194.93
202.47,194.93,202.47,140.66,253.27,140.66,253.27,194.93
202.47,194.93,202.47,140.66,253.27,140.66,253.27,194.93
201.4,194.93,201.4,140.66,252.2,140.66,252.2,194.93
201.4,195.04,201.4,140.81,252.16,140.81,252.16,195.04
201.49,196.19,201.49,142.1,251.99,142.1,251.99,196.19
201.62,197.16,201.62,143.31,251.84,143.31,251.84,197.16
201.76,197.89,201.76,144.34,251.71,144.34,251.71,197.89
201.93,198.29,201.93,145.12,251.6,145.12,251.6,198.29
202.11,198.3,202.11,145.53,251.49,145.53,251.49,198.3
202.32,198.01,202.32,145.72,251.41,145.72,251.41,198.01
202.56,197.57,202.56,145.88,251.36,145.88,251.36,197.57
202.84,196.98,202.84,146.02,251.34,146.02,251.34,196.98
203.15,196.27,203.15,146.13,251.34,146.13,251.34,196.27
203.71,194.93,203.71,146.15,251.47,146.15,251.47,194.93
204.1,193.84,204.1,146.2,251.5,146.2,251.5,193.84
204.24,193.44,204.24,146.28,251.49,146.28,251.49,193.44
204.06,193.6,204.06,146.44,251.31,146.44,251.31,193.6
203.6,193.9,203.6,146.74,250.85,146.74,250.85,193.9
203,194.3,203,147.14,250.25,147.14,250.25,194.3
202.4,194.75,202.4,147.6,249.65,147.6,249.65,194.75
201.94,195.23,201.94,148.07,249.19,148.07,249.19,195.23
201.76,195.68,201.76,148.52,249.01,148.52,249.01,195.68
201.87,196.02,201.87,148.96,249.05,148.96,249.05,196.02
202.19,196.2,202.19,149.43,249.18,149.43,249.18,196.2
202.71,196.26,202.71,149.92,249.41,149.92,249.41,196.26
203.41,196.23,203.41,150.43,249.74,150.43,249.74,196.23
204.29,196.15,204.29,150.97,250.2,150.97,250.2,196.15
205.31,196.06,205.31,151.52,250.78,151.52,250.78,196.06
205.31,196.75,205.31,152.21,250.78,152.21,250.78,196.75
205.31,197.24,205.31,152.71,250.78,152.71,250.78,197.24
205.31,197.58,205.31,153.04,250.78,153.04,250.78,197.58
205.31,197.78,205.31,153.24,250.78,153.24,250.78,197.78
205.31,197.88,205.31,153.35,250.78,153.35,250.78,197.88
205.31,197.92,205.31,153.38,250.78,153.38,250.78,197.92
205.31,197.93,205.31,153.39,250.78,153.39,250.78,197.93
205.35,197.53,205.35,152.99,250.82,152.99,250.82,197.53
205.46,196.44,205.46,151.91,250.94,151.91,250.94,196.44
205.58,193.74,205.58,149.2,251.05,149.2,251.05,193.74
205.77,191.65,205.77,147.11,251.25,147.11,251.25,191.65
206.02,190.82,206.02,146.28,251.49,146.28,251.49,190.82
206.45,191.28,206.45,146.59,251.51,146.59,251.51,191.28
207.08,192.4,207.08,147.33,251.18,147.33,251.18,192.4
207.76,193.73,207.76,148.22,250.7,148.22,250.7,193.73
208.29,194.84,208.29,148.96,250.26,148.96,250.26,194.84
208.51,195.31,208.51,149.27,250.07,149.27,250.07,195.31
208.39,195.25,208.39,149.22,249.95,149.22,249.95,195.25
207.96,194.64,207.96,148.6,249.53,148.6,249.53,194.64
207.33,194.1,207.33,148.07,248.9,148.07,248.9,194.1
206.55,193.69,206.55,147.65,248.12,147.65,248.12,193.69
205.66,193.44,205.66,147.4,247.23,147.4,247.23,193.44
204.4,193.31,204.4,147.28,245.97,147.28,245.97,193.31
202.74,193.23,202.74,147.19,244.3,147.19,244.3,193.23
201.12,193.16,201.12,147.12,242.68,147.12,242.68,193.16
199.98,193.06,199.98,147.03,241.55,147.03,241.55,193.06
199.24,192.94,199.24,146.9,240.81,146.9,240.81,192.94
198.6,192.71,198.6,146.67,240.17,146.67,240.17,192.71
198.04,192.51,198.04,146.47,239.61,146.47,239.61,192.51
197.64,192.37,197.64,146.33,239.21,146.33,239.21,192.37
197.49,192.31,197.49,146.28,239.06,146.28,239.06,192.31
197.49,191.96,197.49,146.28,238.62,146.28,238.62,191.96
197.49,191.19,197.49,146.28,237.64,146.28,237.64,191.19
197.49,190.42,197.49,146.28,236.66,146.28,236.66,190.42
197.49,190.07,197.49,146.28,236.22,146.28,236.22,190.07
197.44,189.83,197.44,146.04,236.16,146.04,236.16,189.83
197.32,189.32,197.32,145.53,236.04,145.53,236.04,189.32
197.19,188.8,197.19,145.01,235.92,145.01,235.92,188.8
197.14,188.57,197.14,144.78,235.86,144.78,235.86,188.57
197.34,188.57,197.34,144.78,236.06,144.78,236.06,188.57
197.85,188.57,197.85,144.78,236.57,144.78,236.57,188.57
199.27,188.57,199.27,144.78,237.99,144.78,237.99,188.57
199.27,188.57,199.27,144.78,237.99,144.78,237.99,188.57
199.27,188.57,199.27,144.78,237.99,144.78,237.99,188.57
199.27,188.57,199.27,144.78,237.99,144.78,237.99,188.57
199.31,188.49,199.31,144.7,238.03,144.7,238.03,188.49
199.55,187.97,199.55,144.18,238.28,144.18,238.28,187.97
199.77,187.52,199.77,143.73,238.49,143.73,238.49,187.52
199.92,187.2,199.92,143.41,238.65,143.41,238.65,187.2
199.98,187.07,199.98,143.28,238.7,143.28,238.7,187.07
199.98,187.07,199.98,143.28,238.7,143.28,238.7,187.07
199.98,187.07,199.98,143.28,238.7,143.28,238.7,187.07
199.98,187.07,199.98,143.28,238.7,143.28,238.7,187.07
199.98,187.07,199.98,143.28,238.7,143.28,238.7,187.07
199.92,187.17,199.92,143.39,238.65,143.39,238.65,187.17
199.56,187.85,199.56,144.06,238.28,144.06,238.28,187.85
199.24,188.41,199.24,144.62,237.96,144.62,237.96,188.41
199,188.8,199,145.01,237.73,145.01,237.73,188.8
198.91,188.94,198.91,145.15,237.64,145.15,237.64,188.94
198.91,188.87,198.91,145.08,237.64,145.08,237.64,188.87
198.91,188.68,198.91,144.89,237.64,144.89,237.64,188.68
198.91,188.46,198.91,144.67,237.64,144.67,237.64,188.46
198.91,188.27,198.91,144.48,237.64,144.48,237.64,188.27
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
198.91,188.2,198.91,144.41,237.64,144.41,237.64,188.2
199.08,188.2,199.08,144.41,237.8,144.41,237.8,188.2
199.45,188.2,199.45,144.41,238.17,144.41,238.17,188.2
199.81,188.2,199.81,144.41,238.54,144.41,238.54,188.2
199.98,188.2,199.98,144.41,238.7,144.41,238.7,188.2
199.98,189.1,199.98,145.31,238.7,145.31,238.7,189.1
199.98,190.44,199.98,146.65,238.7,146.65,238.7,190.44
194.3,191.56,194.3,148.15,239.06,148.15,239.06,191.56
193.32,191.41,193.32,148.58,238.09,148.58,238.09,191.41
192.84,190.48,192.84,148.94,237.6,148.94,237.6,190.48
192.55,189.44,192.55,149.18,237.31,149.18,237.31,189.44
192.16,188.94,192.16,149.27,236.93,149.27,236.93,188.94
191.63,188.94,191.63,149.27,236.39,149.27,236.39,188.94
191.1,188.9,191.1,149.23,235.86,149.23,235.86,188.9
190.57,188.79,190.57,149.11,235.33,149.11,235.33,188.79
190.03,188.57,190.03,148.9,234.8,148.9,234.8,188.57
189.57,188.57,189.57,148.9,234.33,148.9,234.33,188.57
189.13,188.57,189.13,148.9,233.9,148.9,233.9,188.57
188.72,188.57,188.72,148.9,233.48,148.9,233.48,188.57
188.31,188.57,188.31,148.9,233.08,148.9,233.08,188.57
187.9,188.57,187.9,148.9,232.66,148.9,232.66,188.57
187.5,188.49,187.5,149.06,232.27,149.06,232.27,188.49
187.14,188.28,187.14,149.48,231.9,149.48,231.9,188.28
186.77,188.01,186.77,150.02,231.54,150.02,231.54,188.01
186.38,187.74,186.38,150.56,231.15,150.56,231.15,187.74
185.94,187.53,185.94,150.98,230.7,150.98,230.7,187.53
185.41,187.45,185.41,151.14,230.18,151.14,230.18,187.45
184.73,187.23,184.73,150.93,229.49,150.93,229.49,187.23
183.87,186.69,183.87,150.39,228.64,150.39,228.64,186.69
182.93,185.95,182.93,149.65,227.69,149.65,227.69,185.95
182.61,185.37,182.61,149.65,226.74,149.65,226.74,185.37
182.27,184.83,182.27,149.65,225.82,149.65,225.82,184.83
181.93,184.34,181.93,149.65,224.94,149.65,224.94,184.34
181.57,183.93,181.57,149.65,224.14,149.65,224.14,183.93
181.2,183.61,181.2,149.65,223.43,149.65,223.43,183.61
180.83,183.4,180.83,149.65,222.83,149.65,222.83,183.4
180.44,183.33,180.44,149.65,222.36,149.65,222.36,183.33
179.97,183.14,179.97,149.45,221.89,149.45,221.89,183.14
179.41,182.67,179.41,148.99,221.33,148.99,221.33,182.67
178.87,182.12,178.87,148.43,220.79,148.43,220.79,182.12
178.47,181.65,178.47,147.97,220.39,147.97,220.39,181.65
178.31,181.46,178.31,147.77,220.23,147.77,220.23,181.46
178.31,181.46,178.31,147.77,220.23,147.77,220.23,181.46
178.31,181.46,178.31,147.77,220.23,147.77,220.23,181.46
178.31,181.46,178.31,147.77,220.23,147.77,220.23,181.46
179.35,178.95,179.35,146.78,216.23,146.78,216.23,178.95
180.23,176.96,180.23,145.86,212.56,145.86,212.56,176.96
180.91,175.52,180.91,145.11,209.54,145.11,209.54,175.52
181.35,174.64,181.35,144.6,207.49,144.6,207.49,174.64
181.51,174.35,181.51,144.41,206.73,144.41,206.73,174.35
181.42,174.83,181.42,144.41,206.76,144.41,206.76,174.83
181.2,176.04,181.2,144.41,206.82,144.41,206.82,176.04
180.87,177.65,180.87,144.41,206.86,144.41,206.86,177.65
180.49,179.32,180.49,144.41,206.84,144.41,206.84,179.32
180.09,180.71,180.09,144.41,206.73,144.41,206.73,180.71
179.54,181.53,179.54,143.75,206.44,143.75,206.44,181.53
178.94,182.25,178.94,143.14,206.07,143.14,206.07,182.25
178.29,182.66,178.29,142.61,205.58,142.61,205.58,182.66
177.6,182.58,177.6,142.16,204.95,142.16,204.95,182.58
176.81,182.17,176.81,141.75,204.16,141.75,204.16,182.17
175.91,181.77,175.91,141.35,203.27,141.35,203.27,181.77
174.98,181.42,174.98,141,202.34,141,202.34,181.42
174.1,181.18,174.1,140.76,201.46,140.76,201.46,181.18
173.34,181.08,173.34,140.66,200.69,140.66,200.69,181.08
172.67,181.17,172.67,140.74,200.03,140.74,200.03,181.17
172.05,181.4,172.05,140.98,199.4,140.98,199.4,181.4
171.47,181.79,171.47,141.36,198.83,141.36,198.83,181.79
170.95,182.31,170.95,141.89,198.31,141.89,198.31,182.31
170.49,182.96,170.49,142.54,197.85,142.54,197.85,182.96
169.63,183.66,169.63,143.24,197.38,143.24,197.38,183.66
168.46,184.4,168.46,143.98,197.06,143.98,197.06,184.4
167.32,185.17,167.32,144.74,196.78,144.74,196.78,185.17
166.59,185.95,166.59,145.53,196.43,145.53,196.43,185.95
166.18,186.79,166.18,146.37,196.03,146.37,196.03,186.79
165.84,187.67,165.84,147.25,195.69,147.25,195.69,187.67
165.61,188.54,165.61,148.12,195.45,148.12,195.45,188.54
165.52,189.32,165.52,148.9,195.36,148.9,195.36,189.32
165.52,190.12,165.52,149.7,195.36,149.7,195.36,190.12
165.52,190.86,165.52,150.44,195.36,150.44,195.36,190.86
165.52,191.19,165.52,150.77,195.36,150.77,195.36,191.19
165.52,191.19,165.52,150.77,195.36,150.77,195.36,191.19
165.52,191.19,165.52,150.77,195.36,150.77,195.36,191.19
165.52,191.19,165.52,150.77,195.36,150.77,195.36,191.19
163.36,191.26,163.36,150.84,195.49,150.84,195.49,191.26
161.34,191.33,161.34,150.91,195.68,150.91,195.68,191.33
159.48,191.4,159.48,150.98,195.95,150.98,195.95,191.4
157.79,191.48,157.79,151.06,196.32,151.06,196.32,191.48
156.28,191.56,156.28,151.14,196.78,151.14,196.78,191.56
154.77,191.64,154.77,151.22,197.47,151.22,197.47,191.64
153.27,191.71,153.27,151.29,198.29,151.29,198.29,191.71
152.12,191.8,152.12,151.38,198.98,151.38,198.98,191.8
151.66,191.94,151.66,151.52,199.27,151.52,199.27,191.94
151.67,192.36,151.67,151.94,199.28,151.94,199.28,192.36
151.71,193.22,151.71,152.8,199.31,152.8,199.31,193.22
151.82,194.86,151.82,154.44,199.42,154.44,199.42,194.86
152.02,195.68,152.02,155.26,199.63,155.26,199.63,195.68
152.45,195.68,152.45,155.26,200.05,155.26,200.05,195.68
153.1,195.68,153.1,155.26,200.71,155.26,200.71,195.68
153.75,195.68,153.75,155.26,201.36,155.26,201.36,195.68
154.15,195.68,154.15,155.26,201.76,155.26,201.76,195.68
154.29,196.09,154.29,155.67,201.9,155.67,201.9,196.09
154.39,196.91,154.39,156.49,201.99,156.49,201.99,196.91
154.51,197.55,154.51,157.13,202.11,157.13,202.11,197.55
154.73,197.91,154.73,157.48,202.33,157.48,202.33,197.91
155,198.19,155,157.77,202.6,157.77,202.6,198.19
155.22,198.3,155.22,157.88,202.82,157.88,202.82,198.3
155.37,198.3,155.37,157.88,202.97,157.88,202.97,198.3
155.49,198.3,155.49,157.88,203.09,157.88,203.09,198.3
155.57,198.3,155.57,157.88,203.18,157.88,203.18,198.3
156.11,198.3,156.11,157.88,203.71,157.88,203.71,198.3
156.56,198.3,156.56,157.88,204.17,157.88,204.17,198.3
156.88,198.3,156.88,157.88,204.48,157.88,204.48,198.3
156.99,198.3,156.99,157.88,204.6,157.88,204.6,198.3
156.99,198.3,156.99,157.88,204.6,157.88,204.6,198.3
156.99,198.3,156.99,157.88,204.6,157.88,204.6,198.3
156.99,198.3,156.99,157.88,204.6,157.88,204.6,198.3
156.89,198.3,156.89,157.88,204.97,157.88,204.97,198.3
156.64,198.3,156.64,157.88,205.66,157.88,205.66,198.3
155.68,199.61,155.68,158.44,206.36,158.44,206.36,199.61
154.86,200.92,154.86,159,206.73,159,206.73,200.92
155.35,200.55,155.35,158.63,207.22,158.63,207.22,200.55
156.28,200.17,156.28,158.25,208.15,158.25,208.15,200.17
157.35,200.17,157.35,158.25,209.22,158.25,209.22,200.17
157.35,199.98,157.35,158.06,209.96,158.06,209.96,199.98
157.35,199.51,157.35,157.6,211.72,157.6,211.72,199.51
157.35,198.96,157.35,157.04,213.82,157.04,213.82,198.96
157.35,198.5,157.35,156.58,215.58,156.58,215.58,198.5
157.35,198.3,157.35,156.38,216.32,156.38,216.32,198.3
157.46,198.42,157.46,156.5,216.44,156.5,216.44,198.42
157.77,198.68,157.77,156.76,216.75,156.76,216.75,198.68
158.22,198.93,158.22,157.01,217.2,157.01,217.2,198.93
158.77,199.05,158.77,157.13,217.74,157.13,217.74,199.05
159.66,199.01,159.66,157.09,218.63,157.09,218.63,199.01
